customer_id,account_age_days,successful_payments,failed_payments,average_transaction,lifetime_value,engagement_score
CUST_00510,286,9,6,21194.26,307188.45,0.18
CUST_00511,971,9,1,7224.26,344015.78,0.12
CUST_00512,939,11,2,20263.41,473896.32,0.17
CUST_00513,387,19,2,7699.27,39354.18,0.55
CUST_00514,1241,16,5,3886.35,355344.92,0.7
CUST_00515,1343,31,3,7240.81,401937.89,0.94
CUST_00516,762,27,5,14706.46,421273.14,0.59
CUST_00517,810,30,4,15206.28,179549.23,0.68
CUST_00518,366,22,6,18078.85,433599.8,0.51
CUST_00519,689,36,7,17160.65,121723.91,0.74
CUST_00520,1075,24,6,14213.24,60856.89,0.93
CUST_00521,1065,8,1,12568.38,142852.77,0.22
CUST_00522,1128,34,6,7007.21,201820.87,0.19
CUST_00523,1149,29,1,14959.1,447967.64,0.62
CUST_00524,419,8,0,6396.55,370711.12,0.38
CUST_00525,606,11,0,3509.27,282927.19,0.88
CUST_00526,940,4,3,23591.7,211769.88,0.44
CUST_00527,1474,12,2,3165.76,22103.58,0.61
CUST_00528,661,27,0,16993.44,70418.81,0.33
CUST_00529,958,13,4,7177.45,65670.72,0.71
CUST_00530,562,25,5,12042.54,317535.53,1.0
CUST_00531,1357,17,4,9812.47,433044.26,0.53
CUST_00532,256,18,7,9434.39,27125.16,0.79
CUST_00533,426,18,4,10570.2,360107.25,0.43
CUST_00534,981,38,2,16298.52,398324.06,0.78
CUST_00535,805,34,0,16395.5,369560.13,0.38
CUST_00536,517,21,3,11863.41,290008.45,0.18
CUST_00537,1366,35,4,20635.74,391225.65,0.59
CUST_00538,1155,10,5,8632.44,10644.49,0.21
CUST_00539,416,10,2,10285.96,265937.9,0.64
CUST_00540,200,24,4,21977.88,21786.75,0.46
CUST_00541,148,1,3,19417.59,386687.82,0.57
CUST_00542,204,12,2,20236.74,60983.41,0.34
CUST_00543,694,32,7,19396.6,259462.3,0.41
CUST_00544,749,12,7,7705.07,323582.91,0.98
CUST_00545,360,9,7,20795.15,303467.14,0.36
CUST_00546,673,22,2,22516.54,355357.58,0.94
CUST_00547,1258,34,3,18761.88,237431.1,0.15
CUST_00548,422,26,7,6207.22,265837.94,0.69
CUST_00549,569,11,6,19490.12,103285.62,0.75
CUST_00550,1494,7,1,15673.62,390879.61,0.62
CUST_00551,485,11,4,16008.08,194694.69,0.71
CUST_00552,593,1,0,8632.3,362765.6,0.58
CUST_00553,715,31,0,1836.42,74504.22,0.11
CUST_00554,975,11,7,7757.34,380783.06,0.42
CUST_00555,482,21,5,15636.44,464401.48,0.78
CUST_00556,331,14,1,10990.56,22906.07,0.25
CUST_00557,1481,29,7,22472.56,337500.14,0.22
CUST_00558,79,11,4,21388.49,121746.59,0.96
CUST_00559,1305,16,3,24872.04,356149.68,0.98
CUST_00560,386,12,2,11093.8,297186.91,0.17
CUST_00561,1443,18,1,4995.66,396504.96,0.92
CUST_00562,648,34,0,10061.59,476495.5,0.97
CUST_00563,391,8,4,12079.43,359447.26,0.32
CUST_00564,1092,1,2,19599.32,480123.72,0.79
CUST_00565,1097,29,5,598.95,5510.2,0.42
CUST_00566,1308,28,1,15968.78,111815.86,0.39
CUST_00567,485,2,6,20264.4,127656.72,0.32
CUST_00568,1226,29,2,3227.01,145153.58,0.46
CUST_00569,158,27,1,1409.31,380742.95,0.43
CUST_00570,658,20,3,1105.66,29793.76,0.5
CUST_00571,1070,26,5,19752.46,126249.69,0.61
CUST_00572,353,27,1,21227.61,451215.97,0.89
CUST_00573,1319,20,3,21043.46,376134.31,0.31
CUST_00574,1331,1,0,21709.23,141956.89,0.96
CUST_00575,680,5,7,14214.12,214323.41,0.39
CUST_00576,729,19,4,10923.54,451975.03,0.86
CUST_00577,491,5,4,19575.03,238691.53,0.55
CUST_00578,582,29,7,7603.66,297307.44,0.13
CUST_00579,300,27,3,22023.57,230541.2,0.19
CUST_00580,218,27,7,18250.71,387179.2,0.42
CUST_00581,319,4,2,21934.31,270008.18,0.35
CUST_00582,610,23,4,9978.05,273803.56,0.58
CUST_00583,709,6,4,5885.3,152795.16,0.37
CUST_00584,371,3,7,18314.82,483455.9,0.3
CUST_00585,1222,36,6,21256.11,211891.97,0.37
CUST_00586,1165,37,0,20474.45,91625.37,0.43
CUST_00587,533,36,6,19133.33,271693.03,0.23
CUST_00588,967,16,2,17820.22,84493.33,0.8
CUST_00589,39,9,0,12202.13,181493.42,0.95
CUST_00590,946,25,2,14134.26,390585.19,0.74
CUST_00591,518,36,0,11385.7,80353.48,0.26
CUST_00592,1251,39,2,23048.56,347603.12,0.76
CUST_00593,792,17,1,1581.81,71943.05,0.29
CUST_00594,274,20,3,21456.47,350883.76,0.75
CUST_00595,992,1,0,12217.76,253829.65,0.45
CUST_00596,398,4,1,922.28,419659.67,0.11
CUST_00597,703,33,5,11110.23,118251.73,0.73
CUST_00598,918,19,5,13496.98,270826.55,0.49
CUST_00599,1389,5,2,21607.22,90448.55,0.82
CUST_00600,745,35,2,5900.17,439791.17,0.83
CUST_00601,457,31,3,7464.12,435835.6,0.71
CUST_00602,548,37,7,8027.72,467713.25,0.87
CUST_00603,1263,19,2,6413.5,82244.71,0.27
CUST_00604,360,12,5,5028.26,206416.07,0.94
CUST_00605,875,5,0,15255.97,124318.65,0.42
CUST_00606,226,19,5,2081.14,103495.3,0.44
CUST_00607,1137,33,4,16885.53,316508.79,0.28
CUST_00608,789,19,7,24761.94,163301.7,0.95
CUST_00609,231,8,1,4730.31,485367.6,0.2
CUST_00610,454,5,1,5349.68,260332.43,0.17
CUST_00611,127,3,1,12231.08,134998.34,0.36
CUST_00612,51,10,5,3855.37,298084.47,0.25
CUST_00613,582,38,3,2574.05,299923.25,0.66
CUST_00614,1362,2,5,673.23,482542.67,0.33
CUST_00615,510,10,0,16899.78,292194.93,0.57
CUST_00616,1118,2,4,3191.53,225093.29,0.65
CUST_00617,589,22,2,465.05,386378.21,0.66
CUST_00618,313,30,0,15798.92,193421.14,0.94
CUST_00619,112,9,3,23952.25,200118.62,0.86
CUST_00620,291,32,7,24432.07,51844.66,0.11
CUST_00621,1394,35,3,22889.35,217576.47,0.33
CUST_00622,102,29,2,11128.11,498134.88,0.31
CUST_00623,68,20,4,5221.98,438857.55,0.76
CUST_00624,1419,33,0,6988.92,124532.33,0.16
CUST_00625,1367,3,5,15048.27,297806.8,0.43
CUST_00626,668,10,1,20627.7,466422.54,0.59
CUST_00627,899,3,1,18649.17,369220.78,0.57
CUST_00628,538,17,0,14735.89,269627.64,0.34
CUST_00629,578,28,0,16761.64,393906.13,0.51
CUST_00630,709,38,1,11230.87,325011.84,0.94
CUST_00631,92,28,1,7521.86,222515.81,0.12
CUST_00632,285,4,5,10368.53,235293.25,0.13
CUST_00633,1182,28,6,19181.69,205425.86,0.69
CUST_00634,1091,1,5,3063.45,258695.77,0.81
CUST_00635,271,28,4,22077.76,407248.72,0.72
CUST_00636,98,35,3,496.72,462355.97,0.5
CUST_00637,306,23,0,18640.51,39241.27,0.89
CUST_00638,1442,32,6,8370.54,177858.05,0.56
CUST_00639,126,39,7,8169.64,451875.66,0.17
CUST_00640,691,35,6,13183.51,397448.33,0.9
CUST_00641,443,12,6,11148.5,305662.83,0.24
CUST_00642,682,37,6,18131.65,193017.0,0.54
CUST_00643,626,17,6,18052.87,366468.12,0.56
CUST_00644,318,22,5,8827.18,207686.26,0.76
CUST_00645,1049,14,1,14678.95,60089.1,0.29
CUST_00646,276,11,5,6320.12,134532.8,0.4
CUST_00647,392,28,7,14054.9,208471.78,0.49
CUST_00648,359,19,2,10473.06,377043.72,0.28
CUST_00649,170,34,2,21802.02,316078.04,0.58
CUST_00650,1486,13,7,12543.88,466630.49,0.5
CUST_00651,46,24,1,5394.43,196537.83,0.91
CUST_00652,846,7,1,23800.62,388468.16,0.65
CUST_00653,1440,25,2,14148.75,314584.8,0.72
CUST_00654,697,16,0,17522.7,376566.51,0.52
CUST_00655,454,22,7,12281.84,167480.57,0.81
CUST_00656,368,14,4,20568.79,202879.76,0.54
CUST_00657,971,11,4,9879.3,401965.29,0.91
CUST_00658,563,2,7,12137.72,91679.92,0.77
CUST_00659,145,15,3,16313.45,37978.61,0.44
CUST_00660,250,15,3,14108.76,161259.91,0.3
CUST_00661,69,14,7,1997.23,185417.53,0.52
CUST_00662,648,11,1,23253.42,190234.04,0.85
CUST_00663,700,9,3,20171.02,386631.98,0.59
CUST_00664,1189,25,3,10823.95,274468.15,0.57
CUST_00665,1367,39,7,19035.0,8299.5,0.29
CUST_00666,612,29,2,16663.35,174134.37,0.45
CUST_00667,756,17,7,15253.67,217148.39,0.8
CUST_00668,967,37,4,7880.54,208070.64,0.74
CUST_00669,645,16,7,8051.52,121508.81,0.29
CUST_00670,745,30,5,18191.31,373130.94,0.6
CUST_00671,1231,26,1,9755.13,411093.64,0.69
CUST_00672,413,32,0,13868.76,267092.45,0.67
CUST_00673,90,3,5,8315.44,135486.42,0.27
CUST_00674,897,13,2,20647.05,32507.01,0.8
CUST_00675,916,15,3,4936.74,45104.09,0.73
CUST_00676,421,12,0,1069.38,130528.65,0.13
CUST_00677,857,21,7,1262.79,333756.85,0.39
CUST_00678,133,29,6,16769.27,48069.39,0.77
CUST_00679,922,33,5,1961.22,48364.05,1.0
CUST_00680,509,31,2,16954.19,3853.57,0.52
CUST_00681,1453,31,6,10456.43,65910.25,0.12
CUST_00682,979,21,2,14284.66,157076.22,0.69
CUST_00683,195,35,5,723.6,458385.05,0.74
CUST_00684,236,36,7,12937.4,3667.73,0.94
CUST_00685,1178,5,4,14797.33,290894.24,0.99
CUST_00686,103,19,2,3719.36,289841.24,0.61
CUST_00687,680,23,7,23249.75,171610.73,0.57
CUST_00688,809,5,2,12505.45,430661.6,0.52
CUST_00689,1067,38,0,1617.7,227927.41,0.71
CUST_00690,500,18,7,23148.67,316190.11,0.15
CUST_00691,1235,25,0,7099.62,78947.08,0.67
CUST_00692,645,4,0,17716.94,228130.82,0.7
CUST_00693,683,29,5,1796.94,343012.28,0.12
CUST_00694,1349,15,3,20129.43,480499.15,0.58
CUST_00695,42,26,5,4096.17,286731.01,0.35
CUST_00696,905,36,5,9066.64,26942.69,0.13
CUST_00697,669,26,5,15522.97,123896.72,0.72
CUST_00698,1098,7,7,24411.82,342043.43,0.44
CUST_00699,1309,23,7,20125.22,498621.71,0.13
CUST_00700,1276,17,6,24342.55,233039.75,0.86
CUST_00701,305,30,5,8883.42,218261.43,0.46
CUST_00702,839,17,7,23467.74,43466.64,0.45
CUST_00703,599,7,3,5965.33,235084.5,0.34
CUST_00704,593,10,7,11129.88,265410.75,0.99
CUST_00705,265,8,7,7175.7,399348.31,0.39
CUST_00706,891,8,4,806.86,413482.55,0.43
CUST_00707,1066,36,4,1845.35,106042.96,0.83
CUST_00708,195,31,1,21657.08,78307.73,0.17
CUST_00709,1428,2,6,17754.89,308992.18,0.24
CUST_00710,1477,38,1,7799.51,156533.22,0.1
CUST_00711,1118,23,0,11651.73,153925.27,0.84
CUST_00712,819,34,0,18207.65,287569.5,0.7
CUST_00713,135,17,6,8052.72,269473.33,0.86
CUST_00714,422,17,7,23528.35,8895.76,0.57
CUST_00715,230,13,7,12466.46,242107.25,0.85
CUST_00716,256,7,0,20053.03,62493.06,0.73
CUST_00717,859,25,7,22611.46,445051.98,0.84
CUST_00718,1046,6,2,12968.56,434933.44,0.46
CUST_00719,874,39,7,16643.18,71470.55,0.61
CUST_00720,1465,28,4,12421.9,203871.84,0.91
CUST_00721,451,32,4,24257.19,286058.97,0.23
CUST_00722,935,14,7,9374.55,44421.59,0.6
CUST_00723,1308,31,4,8639.94,494272.3,0.12
CUST_00724,754,31,5,21889.57,125584.81,0.34
CUST_00725,668,13,4,15126.95,27703.72,0.44
CUST_00726,961,17,5,11620.59,176258.47,0.18
CUST_00727,138,8,1,23633.24,305360.84,0.93
CUST_00728,1282,13,6,11817.6,380527.25,0.24
CUST_00729,751,2,5,12969.18,352337.55,0.94
CUST_00730,1147,29,5,12049.49,337525.43,0.79
CUST_00731,657,17,7,16849.8,234696.76,0.8
CUST_00732,955,23,7,13913.65,219651.13,0.86
CUST_00733,768,1,3,18917.23,108534.88,0.4
CUST_00734,1290,12,0,3056.35,304551.43,0.35
CUST_00735,136,12,0,20095.71,196654.69,0.78
CUST_00736,445,31,0,14044.47,428390.21,0.85
CUST_00737,975,6,5,8155.82,374963.58,0.49
CUST_00738,256,8,0,10638.98,146965.7,0.4
CUST_00739,133,2,6,23350.17,133482.71,0.65
CUST_00740,1081,19,7,21248.3,473633.57,0.9
CUST_00741,1271,4,5,22849.4,170545.35,0.51
CUST_00742,1158,32,0,8868.08,218386.75,0.82
CUST_00743,825,35,5,6747.9,172349.96,0.85
CUST_00744,501,12,7,9500.97,464386.65,0.16
CUST_00745,941,9,6,17840.28,137202.05,0.41
CUST_00746,831,25,6,4978.02,3508.25,0.15
CUST_00747,945,9,1,18920.54,289367.67,0.91
CUST_00748,1336,5,2,1673.46,4432.1,0.29
CUST_00749,191,26,6,21446.47,179027.59,0.78
CUST_00750,212,4,6,2944.31,220588.97,0.76
CUST_00751,178,3,1,10919.95,415643.64,0.21
CUST_00752,323,33,3,17149.18,474999.93,0.22
CUST_00753,1078,15,5,4360.82,59174.95,0.59
CUST_00754,120,23,3,23309.41,410669.53,0.61
CUST_00755,1295,23,7,14146.32,471386.93,0.17
CUST_00756,221,11,4,2880.03,288851.83,0.52
CUST_00757,1250,38,4,1960.68,297828.84,0.76
CUST_00758,137,30,2,2850.65,87089.41,0.61
CUST_00759,635,28,1,6713.87,484892.09,0.49
CUST_00760,572,34,6,1603.3,346313.62,0.51
CUST_00761,414,37,6,6545.6,289238.25,0.42
CUST_00762,1262,21,6,2188.06,448046.21,0.81
CUST_00763,631,17,0,4154.08,417460.89,0.42
CUST_00764,395,6,2,4812.01,70659.83,0.62
CUST_00765,444,27,4,7791.16,466344.88,0.21
CUST_00766,436,22,1,13429.83,17296.87,0.53
CUST_00767,739,20,5,16457.76,310000.28,0.4
CUST_00768,42,14,5,5832.37,120332.13,0.56
CUST_00769,448,35,0,9060.26,275781.03,0.46
CUST_00770,410,24,4,9524.41,128412.85,0.2
CUST_00771,1194,32,3,13432.03,269353.68,0.35
CUST_00772,837,15,6,4173.27,413823.77,0.14
CUST_00773,266,26,3,17839.83,48768.8,0.39
CUST_00774,188,15,2,23965.51,111002.56,0.9
CUST_00775,1178,39,1,15856.57,202202.11,0.78
CUST_00776,1250,18,1,19589.81,199715.67,0.5
CUST_00777,379,23,4,13645.32,422488.29,0.49
CUST_00778,948,4,4,12661.79,217451.51,0.32
CUST_00779,1255,32,0,14454.14,163280.39,0.14
CUST_00780,840,3,1,24465.36,482907.86,0.46
CUST_00781,445,19,4,16876.0,402909.59,0.95
CUST_00782,788,20,5,6868.43,495175.82,0.12
CUST_00783,1323,12,6,17294.73,61073.4,0.94
CUST_00784,1136,23,1,22211.85,210504.5,0.55
CUST_00785,310,23,5,4257.57,86297.26,0.48
CUST_00786,747,25,1,18188.54,345512.46,0.41
CUST_00787,1408,25,5,15180.5,82346.54,0.31
CUST_00788,434,11,4,23721.81,152996.58,0.34
CUST_00789,150,2,3,10664.8,26260.61,0.14
CUST_00790,1042,18,2,18359.59,473431.26,0.8
CUST_00791,1386,12,3,14285.51,4122.48,0.16
CUST_00792,620,27,2,7005.85,452217.4,0.44
CUST_00793,46,12,4,5778.01,159459.74,0.33
CUST_00794,119,8,4,2655.41,225579.26,0.4
CUST_00795,955,12,4,7209.73,166667.15,0.7
CUST_00796,224,37,4,12264.46,347208.97,0.6
CUST_00797,1074,13,1,20194.18,380320.3,0.24
CUST_00798,867,20,0,8860.0,204450.17,0.21
CUST_00799,979,18,4,1156.42,196563.37,0.73
CUST_00800,859,13,2,24408.01,173063.99,0.4
CUST_00801,1040,36,0,10459.21,121025.26,0.71
CUST_00802,1341,20,0,20661.46,199099.09,0.24
CUST_00803,307,11,4,16880.39,136051.33,0.17
CUST_00804,164,9,1,3196.82,85361.83,0.42
CUST_00805,1242,35,0,16056.18,492602.1,0.79
CUST_00806,223,10,1,8458.03,282551.68,0.87
CUST_00807,956,39,4,17320.47,411813.33,0.6
CUST_00808,1463,4,6,13232.93,127538.47,0.52
CUST_00809,1021,11,3,7563.47,105948.96,0.79
CUST_00810,1161,2,1,1806.88,144627.82,0.18
CUST_00811,1248,11,4,8310.94,338565.39,0.63
CUST_00812,685,2,0,433.5,1671.79,0.44
CUST_00813,1149,28,0,5888.93,346484.8,0.31
CUST_00814,1414,13,7,16410.21,126288.97,0.69
CUST_00815,497,22,0,17624.17,57606.97,1.0
CUST_00816,1375,32,1,10460.95,64066.82,0.13
CUST_00817,534,10,7,6687.21,14898.27,0.67
CUST_00818,1461,1,2,12467.2,317072.46,0.82
CUST_00819,556,2,4,22292.49,288863.72,0.61
CUST_00820,651,24,4,2519.96,300855.09,0.41
CUST_00821,65,12,5,24788.9,363692.58,0.81
CUST_00822,758,36,7,7904.79,418927.89,0.65
CUST_00823,692,38,2,327.47,136705.33,0.3
CUST_00824,1157,4,4,3456.03,221740.9,0.14
CUST_00825,1390,12,7,16726.88,278732.64,0.41
CUST_00826,1454,32,6,20838.5,459280.37,0.68
CUST_00827,884,27,3,18304.8,390130.62,0.21
CUST_00828,1340,33,4,8271.35,277623.98,0.23
CUST_00829,965,23,7,22391.79,411979.6,0.91
CUST_00830,1462,29,5,9785.85,333467.66,0.99
CUST_00831,101,27,0,2645.64,158144.3,0.19
CUST_00832,595,11,6,11269.36,266404.01,0.89
CUST_00833,222,35,3,8204.67,238754.17,0.39
CUST_00834,881,2,4,17150.13,158304.48,0.22
CUST_00835,738,3,3,14588.76,347017.64,0.73
CUST_00836,272,9,6,12648.99,365394.35,0.66
CUST_00837,217,13,4,19257.22,154457.37,0.54
CUST_00838,240,22,2,5883.02,275974.43,0.57
CUST_00839,328,26,6,7162.78,385984.52,0.69
CUST_00840,809,39,2,12011.86,34280.25,0.14
CUST_00841,835,27,2,13223.36,136621.47,0.46
CUST_00842,1273,38,0,22479.0,405152.29,0.62
CUST_00843,388,7,2,11814.69,95778.13,0.73
CUST_00844,1474,12,2,817.07,158570.8,0.15
CUST_00845,147,25,4,7784.53,483307.21,0.67
CUST_00846,36,32,0,11518.34,206727.58,0.94
CUST_00847,820,23,4,8154.17,290285.85,0.41
CUST_00848,894,25,5,12796.51,81799.58,0.69
CUST_00849,749,17,2,3119.26,470583.08,0.89
CUST_00850,387,25,2,9865.68,330185.45,0.5
CUST_00851,1140,38,7,10549.52,365515.75,0.22
CUST_00852,1494,10,1,15164.63,291286.59,0.46
CUST_00853,978,33,0,16987.85,20005.06,0.66
CUST_00854,100,26,3,15002.17,436084.62,0.62
CUST_00855,321,24,2,13644.89,40560.86,0.61
CUST_00856,1209,14,0,7619.25,72591.26,0.24
CUST_00857,450,31,3,2291.2,469844.73,0.78
CUST_00858,571,39,0,2280.61,238942.6,0.67
CUST_00859,1143,30,3,7143.61,470499.2,0.21
CUST_00860,1143,26,6,4675.69,361310.97,0.14
CUST_00861,1154,22,2,10739.6,497823.28,0.11
CUST_00862,1282,33,1,19712.35,309347.85,0.41
CUST_00863,1214,21,3,14302.25,176419.59,0.65
CUST_00864,201,39,4,1647.77,300131.11,0.91
CUST_00865,1239,38,4,11231.66,25132.99,0.84
CUST_00866,751,4,2,6832.45,252269.94,0.16
CUST_00867,412,2,3,15897.03,392418.33,0.64
CUST_00868,1465,16,6,10553.59,8151.12,0.53
CUST_00869,756,22,7,19757.23,142398.67,0.85
CUST_00870,954,39,1,604.82,72337.48,0.77
CUST_00871,64,29,6,1563.41,199498.93,0.56
CUST_00872,933,19,2,6984.31,97887.27,0.53
CUST_00873,586,21,2,13966.28,260704.25,1.0
CUST_00874,363,9,3,24006.84,25298.73,0.19
CUST_00875,1478,38,1,22598.27,262925.09,0.51
CUST_00876,1261,10,2,21101.48,149009.63,0.17
CUST_00877,1421,12,0,17109.79,83871.35,0.15
CUST_00878,994,6,6,23739.82,72135.72,0.44
CUST_00879,687,14,3,16908.03,85766.42,0.15
CUST_00880,140,27,7,10517.86,326833.49,0.62
CUST_00881,1302,4,5,2731.08,478403.5,0.64
CUST_00882,1485,16,7,3134.41,245713.85,0.25
CUST_00883,879,20,5,19998.6,339095.36,0.59
CUST_00884,1002,12,6,7230.84,175618.99,0.8
CUST_00885,1362,35,6,17276.2,480846.29,0.76
CUST_00886,734,24,0,10418.92,489132.11,0.26
CUST_00887,105,19,1,18352.5,210585.49,0.62
CUST_00888,920,19,3,1978.94,91431.55,0.96
CUST_00889,156,35,1,10570.72,274745.62,0.46
CUST_00890,339,23,3,1761.67,316768.5,0.79
CUST_00891,1492,8,3,23747.05,439921.15,0.92
CUST_00892,94,25,0,9053.12,152112.11,0.76
CUST_00893,1211,23,7,23485.02,175577.34,0.32
CUST_00894,644,21,0,13970.75,285573.18,0.29
CUST_00895,1485,7,1,14228.16,131320.05,0.73
CUST_00896,1143,31,4,12975.42,66121.78,0.5
CUST_00897,658,20,4,1804.94,347314.69,0.26
CUST_00898,278,6,2,6291.68,46563.09,0.39
CUST_00899,800,2,7,4607.91,236353.1,0.18
CUST_00900,1294,18,7,9232.68,63562.3,0.33
CUST_00901,182,1,3,857.34,430970.78,0.62
CUST_00902,250,25,7,20310.98,215407.01,0.77
CUST_00903,1095,9,0,4765.39,135130.01,0.28
CUST_00904,374,18,1,14011.8,294407.82,0.48
CUST_00905,77,32,0,4679.97,361812.75,0.8
CUST_00906,629,18,3,10187.73,406121.2,0.11
CUST_00907,1190,9,4,7550.31,133732.85,0.4
CUST_00908,1314,5,6,14245.39,331850.57,0.71
CUST_00909,967,13,3,18477.17,104991.39,0.22
CUST_00910,220,3,7,6007.7,448795.47,0.33
CUST_00911,1351,35,4,21520.06,250529.07,0.71
CUST_00912,102,10,3,19072.14,156986.41,0.47
CUST_00913,1204,23,6,9832.71,187599.62,0.9
CUST_00914,828,31,0,24151.28,197384.11,0.22
CUST_00915,1066,2,0,10876.14,316377.59,0.75
CUST_00916,1152,3,1,10858.42,322964.07,0.77
CUST_00917,985,19,5,6948.29,100117.18,0.81
CUST_00918,353,24,0,19937.93,162541.68,0.79
CUST_00919,899,14,0,16146.74,13759.33,0.81
CUST_00920,1043,16,6,2992.64,125021.37,0.39
CUST_00921,1326,19,1,7770.92,429490.36,0.87
CUST_00922,547,34,3,17350.97,472567.01,0.71
CUST_00923,715,25,6,16249.41,255774.63,0.21
CUST_00924,928,34,3,4675.04,3564.67,0.5
CUST_00925,1237,21,5,6119.88,471843.5,0.88
CUST_00926,1112,32,5,20140.15,493294.99,0.64
CUST_00927,737,8,7,15737.0,319536.94,0.38
CUST_00928,30,7,2,12044.25,424699.91,0.45
CUST_00929,719,11,1,10224.29,289336.16,0.38
CUST_00930,1485,17,2,20769.11,414951.8,0.74
CUST_00931,1323,35,3,16874.02,348815.06,0.43
CUST_00932,1077,17,3,3739.4,306392.26,0.38
CUST_00933,1080,15,6,17075.32,316056.61,0.34
CUST_00934,588,3,5,21628.07,67011.69,0.98
CUST_00935,1275,32,7,22814.41,111537.12,0.15
CUST_00936,363,15,3,8799.06,260751.37,0.5
CUST_00937,794,29,6,10571.78,32501.82,0.46
CUST_00938,1410,2,0,16679.71,298087.82,0.47
CUST_00939,786,21,4,20495.3,447633.25,0.87
CUST_00940,471,17,7,1437.76,465481.21,0.69
CUST_00941,622,30,5,24894.64,218195.88,0.93
CUST_00942,1218,16,2,5344.78,209928.88,0.3
CUST_00943,641,9,2,12970.59,141415.1,0.84
CUST_00944,280,29,5,1969.84,362290.57,0.94
CUST_00945,245,33,0,7900.26,121845.15,0.17
CUST_00946,313,32,0,6092.14,374940.13,0.93
CUST_00947,903,16,1,7080.31,312707.32,0.17
CUST_00948,258,13,0,17256.89,407720.98,0.89
CUST_00949,1235,18,6,544.79,389245.11,0.51
CUST_00950,277,3,6,8221.9,281652.26,0.35
CUST_00951,523,1,3,10146.47,431598.27,0.34
CUST_00952,550,26,5,472.46,202337.0,0.31
CUST_00953,561,6,7,20739.84,1298.37,0.38
CUST_00954,1484,24,7,4867.53,214649.43,0.16
CUST_00955,315,35,5,11134.59,488770.63,0.83
CUST_00956,1211,34,0,1787.61,149527.49,0.37
CUST_00957,1014,14,6,21154.58,457987.98,0.75
CUST_00958,1167,19,0,4996.18,410803.83,0.59
CUST_00959,208,37,0,12070.2,369202.33,0.23
CUST_00960,1017,26,7,19305.23,467462.96,0.92
CUST_00961,722,23,6,7319.35,145195.29,0.44
CUST_00962,619,4,5,11302.69,296518.48,0.73
CUST_00963,681,17,4,19972.08,369995.15,0.68
CUST_00964,931,6,2,10513.86,20865.91,0.35
CUST_00965,1097,7,6,24249.51,367619.58,0.73
CUST_00966,1122,27,0,3787.62,381994.41,0.2
CUST_00967,1387,23,5,12110.53,384217.02,0.67
CUST_00968,198,29,1,13418.4,373113.12,0.84
CUST_00969,1096,31,1,2005.21,168059.73,0.38
CUST_00970,1156,32,5,15593.45,412578.67,0.72
CUST_00971,985,21,5,3567.04,99147.41,0.31
CUST_00972,749,12,7,17493.17,181888.49,0.84
CUST_00973,216,17,7,20083.19,90899.17,0.2
CUST_00974,1324,7,4,5223.83,206770.88,0.17
CUST_00975,744,26,0,1676.8,305296.57,0.32
CUST_00976,458,38,0,13773.61,104321.48,0.59
CUST_00977,854,24,4,449.36,242446.25,0.21
CUST_00978,1390,9,3,3053.75,285634.34,0.62
CUST_00979,690,11,4,11261.15,141901.59,0.17
CUST_00980,525,17,1,7746.14,300087.12,0.28
CUST_00981,186,14,0,8668.94,476079.16,0.76
CUST_00982,1132,9,4,12630.21,109073.01,0.89
CUST_00983,567,26,3,10767.12,171724.17,0.97
CUST_00984,1184,18,7,8985.75,454864.69,0.61
CUST_00985,206,33,3,8011.14,362830.47,0.82
CUST_00986,1361,26,2,19844.72,301090.65,0.41
CUST_00987,437,36,7,21172.48,198131.62,0.15
CUST_00988,493,10,5,9870.42,292127.34,0.52
CUST_00989,177,6,7,4904.57,374935.35,0.59
CUST_00990,228,26,5,12271.83,14406.96,0.44
CUST_00991,97,3,3,17963.59,478610.28,0.48
CUST_00992,1193,30,0,24063.92,268281.62,0.66
CUST_00993,311,34,3,12920.98,214953.38,0.15
CUST_00994,1132,9,6,8541.42,194459.88,0.22
CUST_00995,1329,2,3,18284.48,300525.45,0.76
CUST_00996,107,2,7,14467.01,171478.92,0.68
CUST_00997,1245,6,4,4706.88,54969.35,0.86
CUST_00998,1104,30,4,5035.88,278193.14,0.63
CUST_00999,594,20,2,2476.92,388622.42,0.86
CUST_01000,221,11,6,20743.58,370194.05,0.81
CUST_01001,1440,9,6,5153.23,106661.19,0.14
CUST_01002,1320,21,0,17697.08,464369.84,0.76
CUST_01003,1067,14,6,17495.95,97242.41,0.18
CUST_01004,551,34,0,18234.3,61530.2,0.37
CUST_01005,900,1,3,15134.4,83961.41,0.44
CUST_01006,1185,22,0,14692.35,62929.58,0.21
CUST_01007,803,10,1,5042.98,333676.14,0.66
CUST_01008,1055,12,0,13357.82,167886.82,0.57
CUST_01009,241,10,4,6659.73,387435.33,0.45
CUST_01010,1491,14,7,18823.86,402753.31,0.22
CUST_01011,1073,30,6,23089.33,251683.54,0.4
CUST_01012,1299,38,5,21603.49,158682.57,0.87
CUST_01013,1104,6,0,18594.39,243023.98,0.18
CUST_01014,1301,8,4,4736.11,141393.96,0.51
CUST_01015,1071,33,2,2149.93,53974.02,0.85
CUST_01016,139,27,1,20751.02,189619.03,0.98
CUST_01017,820,25,2,1200.59,27319.23,0.85
CUST_01018,605,29,6,13823.69,471945.28,0.33
CUST_01019,1279,33,4,15532.8,430538.67,0.41
CUST_01020,117,18,5,15545.32,442519.17,0.31
